agency_,cd       site_no,datetime,104599_00060_00003,104599_00060_00003_cd,Month,Day ,Year,Date
USGS,1303500,8/26/51,2.08,A,8,26,51,08/26/1951
USGS,1303500,8/27/51,1.81,A,8,27,51,08/27/1951
USGS,1303500,8/28/51,1.67,A,8,28,51,08/28/1951
USGS,1303500,8/29/51,1.58,A,8,29,51,08/29/1951
USGS,1303500,8/30/51,1.6,A,8,30,51,08/30/1951
USGS,1303500,8/31/51,1.52,A,8,31,51,08/31/1951
USGS,1303500,9/1/51,1.31,A,9,1,51,09/01/1951
USGS,1303500,9/2/51,1.35,A,9,2,51,09/02/1951
USGS,1303500,9/3/51,1.38,A,9,3,51,09/03/1951
USGS,1303500,9/4/51,1.44,A,9,4,51,09/04/1951
USGS,1303500,9/5/51,1.32,A,9,5,51,09/05/1951
USGS,1303500,9/6/51,1.07,A,9,6,51,09/06/1951
USGS,1303500,9/7/51,0.78,A,9,7,51,09/07/1951
USGS,1303500,9/8/51,0.86,A,9,8,51,09/08/1951
USGS,1303500,9/9/51,0.79,A,9,9,51,09/09/1951
USGS,1303500,9/10/51,0.74,A,9,10,51,09/10/1951
USGS,1303500,9/11/51,0.74,A,9,11,51,09/11/1951
USGS,1303500,9/12/51,0.73,A,9,12,51,09/12/1951
USGS,1303500,9/13/51,0.71,A,9,13,51,09/13/1951
USGS,1303500,9/14/51,0.68,A,9,14,51,09/14/1951
USGS,1303500,9/15/51,0.82,A,9,15,51,09/15/1951
USGS,1303500,9/16/51,1.42,A,9,16,51,09/16/1951
USGS,1303500,9/17/51,1.34,A,9,17,51,09/17/1951
USGS,1303500,9/18/51,0.92,A,9,18,51,09/18/1951
USGS,1303500,9/19/51,0.85,A,9,19,51,09/19/1951
USGS,1303500,9/20/51,0.75,A,9,20,51,09/20/1951
USGS,1303500,9/21/51,0.64,A,9,21,51,09/21/1951
USGS,1303500,9/22/51,0.66,A,9,22,51,09/22/1951
USGS,1303500,9/23/51,0.7,A,9,23,51,09/23/1951
USGS,1303500,9/24/51,0.72,A,9,24,51,09/24/1951
USGS,1303500,9/25/51,0.8,A,9,25,51,09/25/1951
USGS,1303500,9/26/51,0.79,A,9,26,51,09/26/1951
USGS,1303500,9/27/51,0.8,A,9,27,51,09/27/1951
USGS,1303500,9/28/51,0.8,A,9,28,51,09/28/1951
USGS,1303500,9/29/51,0.81,A,9,29,51,09/29/1951
USGS,1303500,9/30/51,0.8,A,9,30,51,09/30/1951
USGS,1303500,10/1/51,0.81,A,10,1,51,10/01/1951
USGS,1303500,10/2/51,0.79,A,10,2,51,10/02/1951
USGS,1303500,10/3/51,0.76,A,10,3,51,10/03/1951
USGS,1303500,10/4/51,0.73,A,10,4,51,10/04/1951
USGS,1303500,10/5/51,0.71,A,10,5,51,10/05/1951
USGS,1303500,10/6/51,0.7,A,10,6,51,10/06/1951
USGS,1303500,10/7/51,1.02,A,10,7,51,10/07/1951
USGS,1303500,10/8/51,1.96,A,10,8,51,10/08/1951
USGS,1303500,10/9/51,1.67,A,10,9,51,10/09/1951
USGS,1303500,10/10/51,1.45,A,10,10,51,10/10/1951
USGS,1303500,10/11/51,1.69,A,10,11,51,10/11/1951
USGS,1303500,10/12/51,1.86,A,10,12,51,10/12/1951
USGS,1303500,10/13/51,1.58,A,10,13,51,10/13/1951
USGS,1303500,10/14/51,1.36,A,10,14,51,10/14/1951
USGS,1303500,10/15/51,1.26,A,10,15,51,10/15/1951
USGS,1303500,10/16/51,1.22,A,10,16,51,10/16/1951
USGS,1303500,10/17/51,1.16,A,10,17,51,10/17/1951
USGS,1303500,10/18/51,1.14,A,10,18,51,10/18/1951
USGS,1303500,10/19/51,1.17,A,10,19,51,10/19/1951
USGS,1303500,10/20/51,1.21,A,10,20,51,10/20/1951
USGS,1303500,10/21/51,1.16,A,10,21,51,10/21/1951
USGS,1303500,10/22/51,1.08,A,10,22,51,10/22/1951
USGS,1303500,10/23/51,0.98,A,10,23,51,10/23/1951
USGS,1303500,10/24/51,0.98,A,10,24,51,10/24/1951
USGS,1303500,10/25/51,1.18,A,10,25,51,10/25/1951
USGS,1303500,10/26/51,1.45,A,10,26,51,10/26/1951
USGS,1303500,10/27/51,1.54,A,10,27,51,10/27/1951
USGS,1303500,10/28/51,1.62,A,10,28,51,10/28/1951
USGS,1303500,10/29/51,1.62,A,10,29,51,10/29/1951
USGS,1303500,10/30/51,1.62,A,10,30,51,10/30/1951
USGS,1303500,10/31/51,1.62,A,10,31,51,10/31/1951
USGS,1303500,11/1/51,2.2,A,11,1,51,11/01/1951
USGS,1303500,11/2/51,1.94,A,11,2,51,11/02/1951
USGS,1303500,11/3/51,4.2,A,11,3,51,11/03/1951
USGS,1303500,11/4/51,3.24,A,11,4,51,11/04/1951
USGS,1303500,11/5/51,2.16,A,11,5,51,11/05/1951
USGS,1303500,11/6/51,1.67,A,11,6,51,11/06/1951
USGS,1303500,11/7/51,3,A,11,7,51,11/07/1951
USGS,1303500,11/8/51,3.11,A,11,8,51,11/08/1951
USGS,1303500,11/9/51,2.1,A,11,9,51,11/09/1951
USGS,1303500,11/10/51,1.75,A,11,10,51,11/10/1951
USGS,1303500,11/11/51,1.51,A,11,11,51,11/11/1951
USGS,1303500,11/12/51,1.35,A,11,12,51,11/12/1951
USGS,1303500,11/13/51,1.31,A,11,13,51,11/13/1951
USGS,1303500,11/14/51,1.32,A,11,14,51,11/14/1951
USGS,1303500,11/15/51,1.45,A,11,15,51,11/15/1951
USGS,1303500,11/16/51,1.58,A,11,16,51,11/16/1951
USGS,1303500,11/17/51,1.64,A,11,17,51,11/17/1951
USGS,1303500,11/18/51,1.4,A,11,18,51,11/18/1951
USGS,1303500,11/19/51,1.23,A,11,19,51,11/19/1951
USGS,1303500,11/20/51,1.08,A,11,20,51,11/20/1951
USGS,1303500,11/21/51,1.01,A,11,21,51,11/21/1951
USGS,1303500,11/22/51,1.02,A,11,22,51,11/22/1951
USGS,1303500,11/23/51,1,A,11,23,51,11/23/1951
USGS,1303500,11/24/51,1.04,A,11,24,51,11/24/1951
USGS,1303500,11/25/51,1.05,A,11,25,51,11/25/1951
USGS,1303500,11/26/51,1.56,A,11,26,51,11/26/1951
USGS,1303500,11/27/51,1.35,A,11,27,51,11/27/1951
USGS,1303500,11/28/51,1.1,A,11,28,51,11/28/1951
USGS,1303500,11/29/51,1.04,A,11,29,51,11/29/1951
USGS,1303500,11/30/51,1.1,A,11,30,51,11/30/1951
USGS,1303500,12/1/51,1.08,A,12,1,51,12/01/1951
USGS,1303500,12/2/51,0.99,A,12,2,51,12/02/1951
USGS,1303500,12/3/51,0.96,A,12,3,51,12/03/1951
USGS,1303500,12/4/51,1,A,12,4,51,12/04/1951
USGS,1303500,12/5/51,1.66,A,12,5,51,12/05/1951
USGS,1303500,12/6/51,1.73,A,12,6,51,12/06/1951
USGS,1303500,12/7/51,1.4,A,12,7,51,12/07/1951
USGS,1303500,12/8/51,1.23,A,12,8,51,12/08/1951
USGS,1303500,12/9/51,1.16,A,12,9,51,12/09/1951
USGS,1303500,12/10/51,1,A,12,10,51,12/10/1951
USGS,1303500,12/11/51,1.02,A,12,11,51,12/11/1951
USGS,1303500,12/12/51,1.02,A,12,12,51,12/12/1951
USGS,1303500,12/13/51,0.94,A,12,13,51,12/13/1951
USGS,1303500,12/14/51,0.88,A,12,14,51,12/14/1951
USGS,1303500,12/15/51,1.83,A,12,15,51,12/15/1951
USGS,1303500,12/16/51,1.51,A,12,16,51,12/16/1951
USGS,1303500,12/17/51,1.22,A,12,17,51,12/17/1951
USGS,1303500,12/18/51,1.8,A,12,18,51,12/18/1951
USGS,1303500,12/19/51,2.75,A,12,19,51,12/19/1951
USGS,1303500,12/20/51,1.83,A,12,20,51,12/20/1951
USGS,1303500,12/21/51,3.68,A,12,21,51,12/21/1951
USGS,1303500,12/22/51,2.78,A,12,22,51,12/22/1951
USGS,1303500,12/23/51,1.79,A,12,23,51,12/23/1951
USGS,1303500,12/24/51,1.45,A,12,24,51,12/24/1951
USGS,1303500,12/25/51,1.39,A,12,25,51,12/25/1951
USGS,1303500,12/26/51,1.55,A,12,26,51,12/26/1951
USGS,1303500,12/27/51,1.43,A,12,27,51,12/27/1951
USGS,1303500,12/28/51,1.28,A,12,28,51,12/28/1951
USGS,1303500,12/29/51,1.28,A,12,29,51,12/29/1951
USGS,1303500,12/30/51,1.28,A,12,30,51,12/30/1951
USGS,1303500,12/31/51,1.26,A,12,31,51,12/31/1951
USGS,1303500,1/1/52,1.22,A,1,1,52,01/01/1952
USGS,1303500,1/2/52,1.23,A,1,2,52,01/02/1952
USGS,1303500,1/3/52,1.7,A,1,3,52,01/03/1952
USGS,1303500,1/4/52,1.5,A,1,4,52,01/04/1952
USGS,1303500,1/5/52,1.78,A,1,5,52,01/05/1952
USGS,1303500,1/6/52,1.78,A,1,6,52,01/06/1952
USGS,1303500,1/7/52,1.4,A,1,7,52,01/07/1952
USGS,1303500,1/8/52,1.28,A,1,8,52,01/08/1952
USGS,1303500,1/9/52,1.26,A,1,9,52,01/09/1952
USGS,1303500,1/10/52,1.41,A,1,10,52,01/10/1952
USGS,1303500,1/11/52,1.52,A,1,11,52,01/11/1952
USGS,1303500,1/12/52,1.19,A,1,12,52,01/12/1952
USGS,1303500,1/13/52,1,A,1,13,52,01/13/1952
USGS,1303500,1/14/52,1.11,A,1,14,52,01/14/1952
USGS,1303500,1/15/52,1.24,A,1,15,52,01/15/1952
USGS,1303500,1/16/52,1.18,A,1,16,52,01/16/1952
USGS,1303500,1/17/52,1.21,A,1,17,52,01/17/1952
USGS,1303500,1/18/52,1.61,A,1,18,52,01/18/1952
USGS,1303500,1/19/52,1.52,A,1,19,52,01/19/1952
USGS,1303500,1/20/52,1.58,A,1,20,52,01/20/1952
USGS,1303500,1/21/52,1.28,A,1,21,52,01/21/1952
USGS,1303500,1/22/52,1.74,A,1,22,52,01/22/1952
USGS,1303500,1/23/52,3.09,A,1,23,52,01/23/1952
USGS,1303500,1/24/52,2.03,A,1,24,52,01/24/1952
USGS,1303500,1/25/52,1.38,A,1,25,52,01/25/1952
USGS,1303500,1/26/52,1.86,A,1,26,52,01/26/1952
USGS,1303500,1/27/52,2.27,A,1,27,52,01/27/1952
USGS,1303500,1/28/52,2.39,A,1,28,52,01/28/1952
USGS,1303500,1/29/52,2.17,A,1,29,52,01/29/1952
USGS,1303500,1/30/52,1.7,A,1,30,52,01/30/1952
USGS,1303500,1/31/52,1.55,A,1,31,52,01/31/1952
USGS,1303500,2/1/52,1.47,A,2,1,52,02/01/1952
USGS,1303500,2/2/52,1.4,A,2,2,52,02/02/1952
USGS,1303500,2/3/52,1.38,A,2,3,52,02/03/1952
USGS,1303500,2/4/52,1.98,A,2,4,52,02/04/1952
USGS,1303500,2/5/52,2.1,A,2,5,52,02/05/1952
USGS,1303500,2/6/52,1.75,A,2,6,52,02/06/1952
USGS,1303500,2/7/52,1.55,A,2,7,52,02/07/1952
USGS,1303500,2/8/52,1.35,A,2,8,52,02/08/1952
USGS,1303500,2/9/52,1.28,A,2,9,52,02/09/1952
USGS,1303500,2/10/52,1.19,A,2,10,52,02/10/1952
USGS,1303500,2/11/52,1.31,A,2,11,52,02/11/1952
USGS,1303500,2/12/52,1.39,A,2,12,52,02/12/1952
USGS,1303500,2/13/52,1.13,A,2,13,52,02/13/1952
USGS,1303500,2/14/52,1.13,A,2,14,52,02/14/1952
USGS,1303500,2/15/52,1.18,A,2,15,52,02/15/1952
USGS,1303500,2/16/52,1.18,A,2,16,52,02/16/1952
USGS,1303500,2/17/52,1.45,A,2,17,52,02/17/1952
USGS,1303500,2/18/52,2.19,A,2,18,52,02/18/1952
USGS,1303500,2/19/52,1.64,A,2,19,52,02/19/1952
USGS,1303500,2/20/52,1.51,A,2,20,52,02/20/1952
USGS,1303500,2/21/52,1.47,A,2,21,52,02/21/1952
USGS,1303500,2/22/52,1.47,A,2,22,52,02/22/1952
USGS,1303500,2/23/52,1.39,A,2,23,52,02/23/1952
USGS,1303500,2/24/52,1.3,A,2,24,52,02/24/1952
USGS,1303500,2/25/52,1.28,A,2,25,52,02/25/1952
USGS,1303500,2/26/52,1.23,A,2,26,52,02/26/1952
USGS,1303500,2/27/52,1.24,A,2,27,52,02/27/1952
USGS,1303500,2/28/52,1.24,A,2,28,52,02/28/1952
USGS,1303500,2/29/52,1.26,A,2,29,52,02/29/1952
USGS,1303500,3/1/52,1.35,A,3,1,52,03/01/1952
USGS,1303500,3/2/52,1.44,A,3,2,52,03/02/1952
USGS,1303500,3/3/52,1.34,A,3,3,52,03/03/1952
USGS,1303500,3/4/52,1.35,A,3,4,52,03/04/1952
USGS,1303500,3/5/52,1.92,A,3,5,52,03/05/1952
USGS,1303500,3/6/52,1.67,A,3,6,52,03/06/1952
USGS,1303500,3/7/52,1.61,A,3,7,52,03/07/1952
USGS,1303500,3/8/52,1.47,A,3,8,52,03/08/1952
USGS,1303500,3/9/52,1.38,A,3,9,52,03/09/1952
USGS,1303500,3/10/52,1.42,A,3,10,52,03/10/1952
USGS,1303500,3/11/52,2.85,A,3,11,52,03/11/1952
USGS,1303500,3/12/52,2.5,A,3,12,52,03/12/1952
USGS,1303500,3/13/52,2.08,A,3,13,52,03/13/1952
USGS,1303500,3/14/52,1.74,A,3,14,52,03/14/1952
USGS,1303500,3/15/52,1.48,A,3,15,52,03/15/1952
USGS,1303500,3/16/52,1.46,A,3,16,52,03/16/1952
USGS,1303500,3/17/52,1.34,A,3,17,52,03/17/1952
USGS,1303500,3/18/52,1.28,A,3,18,52,03/18/1952
USGS,1303500,3/19/52,1.9,A,3,19,52,03/19/1952
USGS,1303500,3/20/52,2.8,A,3,20,52,03/20/1952
USGS,1303500,3/21/52,2.24,A,3,21,52,03/21/1952
USGS,1303500,3/22/52,1.88,A,3,22,52,03/22/1952
USGS,1303500,3/23/52,2.1,A,3,23,52,03/23/1952
USGS,1303500,3/24/52,2.26,A,3,24,52,03/24/1952
USGS,1303500,3/25/52,2.02,A,3,25,52,03/25/1952
USGS,1303500,3/26/52,1.74,A,3,26,52,03/26/1952
USGS,1303500,3/27/52,1.56,A,3,27,52,03/27/1952
USGS,1303500,3/28/52,1.54,A,3,28,52,03/28/1952
USGS,1303500,3/29/52,1.38,A,3,29,52,03/29/1952
USGS,1303500,3/30/52,1.32,A,3,30,52,03/30/1952
USGS,1303500,3/31/52,1.5,A,3,31,52,03/31/1952
USGS,1303500,4/1/52,1.46,A,4,1,52,04/01/1952
USGS,1303500,4/2/52,1.42,A,4,2,52,04/02/1952
USGS,1303500,4/3/52,1.44,A,4,3,52,04/03/1952
USGS,1303500,4/4/52,1.38,A,4,4,52,04/04/1952
USGS,1303500,4/5/52,2.06,A,4,5,52,04/05/1952
USGS,1303500,4/6/52,2.55,A,4,6,52,04/06/1952
USGS,1303500,4/7/52,2,A,4,7,52,04/07/1952
USGS,1303500,4/8/52,1.74,A,4,8,52,04/08/1952
USGS,1303500,4/9/52,1.58,A,4,9,52,04/09/1952
USGS,1303500,4/10/52,1.44,A,4,10,52,04/10/1952
USGS,1303500,4/11/52,1.34,A,4,11,52,04/11/1952
USGS,1303500,4/12/52,1.38,A,4,12,52,04/12/1952
USGS,1303500,4/13/52,1.38,A,4,13,52,04/13/1952
USGS,1303500,4/14/52,1.86,A,4,14,52,04/14/1952
USGS,1303500,4/15/52,2.02,A,4,15,52,04/15/1952
USGS,1303500,4/16/52,1.98,A,4,16,52,04/16/1952
USGS,1303500,4/17/52,1.72,A,4,17,52,04/17/1952
USGS,1303500,4/18/52,1.52,A,4,18,52,04/18/1952
USGS,1303500,4/19/52,1.45,A,4,19,52,04/19/1952
USGS,1303500,4/20/52,1.39,A,4,20,52,04/20/1952
USGS,1303500,4/21/52,1.42,A,4,21,52,04/21/1952
USGS,1303500,4/22/52,1.38,A,4,22,52,04/22/1952
USGS,1303500,4/23/52,1.3,A,4,23,52,04/23/1952
USGS,1303500,4/24/52,1.32,A,4,24,52,04/24/1952
USGS,1303500,4/25/52,1.44,A,4,25,52,04/25/1952
USGS,1303500,4/26/52,2.22,A,4,26,52,04/26/1952
USGS,1303500,4/27/52,3.25,A,4,27,52,04/27/1952
USGS,1303500,4/28/52,3.7,A,4,28,52,04/28/1952
USGS,1303500,4/29/52,2.85,A,4,29,52,04/29/1952
USGS,1303500,4/30/52,2.5,A,4,30,52,04/30/1952
USGS,1303500,5/1/52,2.04,A,5,1,52,05/01/1952
USGS,1303500,5/2/52,1.82,A,5,2,52,05/02/1952
USGS,1303500,5/3/52,1.7,A,5,3,52,05/03/1952
USGS,1303500,5/4/52,1.66,A,5,4,52,05/04/1952
USGS,1303500,5/5/52,1.64,A,5,5,52,05/05/1952
USGS,1303500,5/6/52,1.64,A,5,6,52,05/06/1952
USGS,1303500,5/7/52,1.54,A,5,7,52,05/07/1952
USGS,1303500,5/8/52,1.56,A,5,8,52,05/08/1952
USGS,1303500,5/9/52,1.62,A,5,9,52,05/09/1952
USGS,1303500,5/10/52,1.5,A,5,10,52,05/10/1952
USGS,1303500,5/11/52,1.66,A,5,11,52,05/11/1952
USGS,1303500,5/12/52,2.34,A,5,12,52,05/12/1952
USGS,1303500,5/13/52,2.14,A,5,13,52,05/13/1952
USGS,1303500,5/14/52,1.82,A,5,14,52,05/14/1952
USGS,1303500,5/15/52,1.7,A,5,15,52,05/15/1952
USGS,1303500,5/16/52,1.6,A,5,16,52,05/16/1952
USGS,1303500,5/17/52,1.51,A,5,17,52,05/17/1952
USGS,1303500,5/18/52,1.6,A,5,18,52,05/18/1952
USGS,1303500,5/19/52,1.63,A,5,19,52,05/19/1952
USGS,1303500,5/20/52,1.8,A,5,20,52,05/20/1952
USGS,1303500,5/21/52,2.04,A,5,21,52,05/21/1952
USGS,1303500,5/22/52,1.83,A,5,22,52,05/22/1952
USGS,1303500,5/23/52,1.75,A,5,23,52,05/23/1952
USGS,1303500,5/24/52,1.62,A,5,24,52,05/24/1952
USGS,1303500,5/25/52,2.04,A,5,25,52,05/25/1952
USGS,1303500,5/26/52,2.88,A,5,26,52,05/26/1952
USGS,1303500,5/27/52,2.35,A,5,27,52,05/27/1952
USGS,1303500,5/28/52,1.94,A,5,28,52,05/28/1952
USGS,1303500,5/29/52,1.75,A,5,29,52,05/29/1952
USGS,1303500,5/30/52,1.82,A,5,30,52,05/30/1952
USGS,1303500,5/31/52,1.86,A,5,31,52,05/31/1952
USGS,1303500,6/1/52,11.4,A,6,1,52,06/01/1952
USGS,1303500,6/2/52,12.9,A,6,2,52,06/02/1952
USGS,1303500,6/3/52,4.64,A,6,3,52,06/03/1952
USGS,1303500,6/4/52,2.81,A,6,4,52,06/04/1952
USGS,1303500,6/5/52,2.55,A,6,5,52,06/05/1952
USGS,1303500,6/6/52,2.3,A,6,6,52,06/06/1952
USGS,1303500,6/7/52,2.02,A,6,7,52,06/07/1952
USGS,1303500,6/8/52,1.9,A,6,8,52,06/08/1952
USGS,1303500,6/9/52,1.84,A,6,9,52,06/09/1952
USGS,1303500,6/10/52,1.8,A,6,10,52,06/10/1952
USGS,1303500,6/11/52,1.7,A,6,11,52,06/11/1952
USGS,1303500,6/12/52,1.74,A,6,12,52,06/12/1952
USGS,1303500,6/13/52,1.74,A,6,13,52,06/13/1952
USGS,1303500,6/14/52,1.7,A,6,14,52,06/14/1952
USGS,1303500,6/15/52,1.58,A,6,15,52,06/15/1952
USGS,1303500,6/16/52,1.54,A,6,16,52,06/16/1952
USGS,1303500,6/17/52,1.52,A,6,17,52,06/17/1952
USGS,1303500,6/18/52,1.76,A,6,18,52,06/18/1952
USGS,1303500,6/19/52,1.92,A,6,19,52,06/19/1952
USGS,1303500,6/20/52,1.84,A,6,20,52,06/20/1952
USGS,1303500,6/21/52,1.76,A,6,21,52,06/21/1952
USGS,1303500,6/22/52,1.84,A,6,22,52,06/22/1952
USGS,1303500,6/23/52,1.98,A,6,23,52,06/23/1952
USGS,1303500,6/24/52,2,A,6,24,52,06/24/1952
USGS,1303500,6/25/52,2,A,6,25,52,06/25/1952
USGS,1303500,6/26/52,1.98,A,6,26,52,06/26/1952
USGS,1303500,6/27/52,1.98,A,6,27,52,06/27/1952
USGS,1303500,6/28/52,2,A,6,28,52,06/28/1952
USGS,1303500,6/29/52,2,A,6,29,52,06/29/1952
USGS,1303500,6/30/52,1.98,A,6,30,52,06/30/1952
USGS,1303500,7/1/52,2,A,7,1,52,07/01/1952
USGS,1303500,7/2/52,1.96,A,7,2,52,07/02/1952
USGS,1303500,7/3/52,1.84,A,7,3,52,07/03/1952
USGS,1303500,7/4/52,1.74,A,7,4,52,07/04/1952
USGS,1303500,7/5/52,1.84,A,7,5,52,07/05/1952
USGS,1303500,7/6/52,2,A,7,6,52,07/06/1952
USGS,1303500,7/7/52,1.94,A,7,7,52,07/07/1952
USGS,1303500,7/8/52,1.96,A,7,8,52,07/08/1952
USGS,1303500,7/9/52,1.76,A,7,9,52,07/09/1952
USGS,1303500,7/10/52,1.82,A,7,10,52,07/10/1952
USGS,1303500,7/11/52,1.92,A,7,11,52,07/11/1952
USGS,1303500,7/12/52,1.98,A,7,12,52,07/12/1952
USGS,1303500,7/13/52,2.06,A,7,13,52,07/13/1952
USGS,1303500,7/14/52,2.04,A,7,14,52,07/14/1952
USGS,1303500,7/15/52,1.85,A,7,15,52,07/15/1952
USGS,1303500,7/16/52,1.7,A,7,16,52,07/16/1952
USGS,1303500,7/17/52,1.66,A,7,17,52,07/17/1952
USGS,1303500,7/18/52,1.68,A,7,18,52,07/18/1952
USGS,1303500,7/19/52,1.7,A,7,19,52,07/19/1952
USGS,1303500,7/20/52,1.72,A,7,20,52,07/20/1952
USGS,1303500,7/21/52,1.74,A,7,21,52,07/21/1952
USGS,1303500,7/22/52,1.98,A,7,22,52,07/22/1952
USGS,1303500,7/23/52,2.08,A,7,23,52,07/23/1952
USGS,1303500,7/24/52,1.92,A,7,24,52,07/24/1952
USGS,1303500,7/25/52,2,A,7,25,52,07/25/1952
USGS,1303500,7/26/52,1.92,A,7,26,52,07/26/1952
USGS,1303500,7/27/52,1.92,A,7,27,52,07/27/1952
USGS,1303500,7/28/52,2.14,A,7,28,52,07/28/1952
USGS,1303500,7/29/52,2.2,A,7,29,52,07/29/1952
USGS,1303500,7/30/52,2.22,A,7,30,52,07/30/1952
USGS,1303500,7/31/52,2.14,A,7,31,52,07/31/1952
USGS,1303500,8/1/52,2.2,A,8,1,52,08/01/1952
USGS,1303500,8/2/52,2.26,A,8,2,52,08/02/1952
USGS,1303500,8/3/52,2.32,A,8,3,52,08/03/1952
USGS,1303500,8/4/52,2.1,A,8,4,52,08/04/1952
USGS,1303500,8/5/52,2.02,A,8,5,52,08/05/1952
USGS,1303500,8/6/52,2.14,A,8,6,52,08/06/1952
USGS,1303500,8/7/52,2.3,A,8,7,52,08/07/1952
USGS,1303500,8/8/52,2.4,A,8,8,52,08/08/1952
USGS,1303500,8/9/52,2.44,A,8,9,52,08/09/1952
USGS,1303500,8/10/52,2,A,8,10,52,08/10/1952
USGS,1303500,8/11/52,2.06,A,8,11,52,08/11/1952
USGS,1303500,8/12/52,2.18,A,8,12,52,08/12/1952
USGS,1303500,8/13/52,2.18,A,8,13,52,08/13/1952
USGS,1303500,8/14/52,2.16,A,8,14,52,08/14/1952
USGS,1303500,8/15/52,2.06,A,8,15,52,08/15/1952
USGS,1303500,8/16/52,2.2,A,8,16,52,08/16/1952
USGS,1303500,8/17/52,2.6,A,8,17,52,08/17/1952
USGS,1303500,8/18/52,2.6,A,8,18,52,08/18/1952
USGS,1303500,8/19/52,2.48,A,8,19,52,08/19/1952
USGS,1303500,8/20/52,2.38,A,8,20,52,08/20/1952
USGS,1303500,8/21/52,2.38,A,8,21,52,08/21/1952
USGS,1303500,8/22/52,2.46,A,8,22,52,08/22/1952
USGS,1303500,8/23/52,4.85,A,8,23,52,08/23/1952
USGS,1303500,8/24/52,2.25,A,8,24,52,08/24/1952
USGS,1303500,8/25/52,2.18,A,8,25,52,08/25/1952
USGS,1303500,8/26/52,2.12,A,8,26,52,08/26/1952
USGS,1303500,8/27/52,2.02,A,8,27,52,08/27/1952
USGS,1303500,8/28/52,1.98,A,8,28,52,08/28/1952
USGS,1303500,8/29/52,1.96,A,8,29,52,08/29/1952
USGS,1303500,8/30/52,1.94,A,8,30,52,08/30/1952
USGS,1303500,8/31/52,1.86,A,8,31,52,08/31/1952
USGS,1303500,9/1/52,1.66,A,9,1,52,09/01/1952
USGS,1303500,9/2/52,1.4,A,9,2,52,09/02/1952
USGS,1303500,9/3/52,1.48,A,9,3,52,09/03/1952
USGS,1303500,9/4/52,1.66,A,9,4,52,09/04/1952
USGS,1303500,9/5/52,1.74,A,9,5,52,09/05/1952
USGS,1303500,9/6/52,1.84,A,9,6,52,09/06/1952
USGS,1303500,9/7/52,1.84,A,9,7,52,09/07/1952
USGS,1303500,9/8/52,1.86,A,9,8,52,09/08/1952
USGS,1303500,9/9/52,1.84,A,9,9,52,09/09/1952
USGS,1303500,9/10/52,1.84,A,9,10,52,09/10/1952
USGS,1303500,9/11/52,1.84,A,9,11,52,09/11/1952
USGS,1303500,9/12/52,1.9,A,9,12,52,09/12/1952
USGS,1303500,9/13/52,1.92,A,9,13,52,09/13/1952
USGS,1303500,9/14/52,1.94,A,9,14,52,09/14/1952
USGS,1303500,9/15/52,2,A,9,15,52,09/15/1952
USGS,1303500,9/16/52,2.12,A,9,16,52,09/16/1952
USGS,1303500,9/17/52,2.02,A,9,17,52,09/17/1952
USGS,1303500,9/18/52,1.92,A,9,18,52,09/18/1952
USGS,1303500,9/19/52,2.22,A,9,19,52,09/19/1952
USGS,1303500,9/20/52,2.46,A,9,20,52,09/20/1952
USGS,1303500,9/21/52,2,A,9,21,52,09/21/1952
USGS,1303500,9/22/52,1.78,A,9,22,52,09/22/1952
USGS,1303500,9/23/52,1.88,A,9,23,52,09/23/1952
USGS,1303500,9/24/52,1.86,A,9,24,52,09/24/1952
USGS,1303500,9/25/52,1.76,A,9,25,52,09/25/1952
USGS,1303500,9/26/52,1.75,A,9,26,52,09/26/1952
USGS,1303500,9/27/52,1.68,A,9,27,52,09/27/1952
USGS,1303500,9/28/52,1.66,A,9,28,52,09/28/1952
USGS,1303500,9/29/52,1.66,A,9,29,52,09/29/1952
USGS,1303500,9/30/52,1.65,A,9,30,52,09/30/1952
USGS,1303500,10/1/52,1.68,A,10,1,52,10/01/1952
USGS,1303500,10/2/52,1.74,A,10,2,52,10/02/1952
USGS,1303500,10/3/52,2.12,A,10,3,52,10/03/1952
USGS,1303500,10/4/52,1.95,A,10,4,52,10/04/1952
USGS,1303500,10/5/52,1.83,A,10,5,52,10/05/1952
USGS,1303500,10/6/52,1.78,A,10,6,52,10/06/1952
USGS,1303500,10/7/52,1.73,A,10,7,52,10/07/1952
USGS,1303500,10/8/52,1.66,A,10,8,52,10/08/1952
USGS,1303500,10/9/52,1.66,A,10,9,52,10/09/1952
USGS,1303500,10/10/52,1.64,A,10,10,52,10/10/1952
USGS,1303500,10/11/52,1.64,A,10,11,52,10/11/1952
USGS,1303500,10/12/52,1.68,A,10,12,52,10/12/1952
USGS,1303500,10/13/52,1.6,A,10,13,52,10/13/1952
USGS,1303500,10/14/52,1.52,A,10,14,52,10/14/1952
USGS,1303500,10/15/52,1.76,A,10,15,52,10/15/1952
USGS,1303500,10/16/52,1.74,A,10,16,52,10/16/1952
USGS,1303500,10/17/52,1.74,A,10,17,52,10/17/1952
USGS,1303500,10/18/52,1.72,A,10,18,52,10/18/1952
USGS,1303500,10/19/52,1.72,A,10,19,52,10/19/1952
USGS,1303500,10/20/52,1.66,A,10,20,52,10/20/1952
USGS,1303500,10/21/52,1.52,A,10,21,52,10/21/1952
