"BARCODE","GRID","DATE","PROJCODE","FIELDSTA","HABCLASS","RM","SUB","ZONE15","EUTM15","NUTM15","EMTCZONE","EUTMEMTC","NUTMEMTC","FLDZONE","EFIELD","NFIELD","PDOP","DEPTH","NOCONT","REPA","REPB","REPC","SUMCODE","GEAR","LAB","SUBSAMPL","SUBANDFL","SUBSTRAT","SHELLS","DETRITUS","FINEORG","SUBMERSE","FLOATING","EMERGENT","OPEN","MAYFLIES","FNC","CORBICUL","MIDGES","ZEBRA","DRAGON","STONE","CADDIS","FLIES","MUSSELS","WORMS","SHRIMP","SCUDS","SNAILS","COMMENTS","RCDCODE","ENT_OPTR","VRF_OPTR","BATCH"
"21001535","35","05/13/2002","M-","1","BWC","758.9","N","15","580530","4915708","15","580530","4915708","","","","1.1","1.6","","","","","1","P","N","","1","2","0","1","N","0","0","0","4","15","2","0","4","0","A","A","A","A","P","P","A","P","A","","955","","","2201"
"21001536","36","05/13/2002","M-","1","BWC","759.9","N","15","578179","4915658","15","578179","4915658","","","","1.0","0.9","","","","","1","P","N","","0","2","0","4","Y","0","0","0","4","1","0","0","0","0","A","A","A","A","A","P","A","P","A","","955","","","2201"
"21001537","37","05/13/2002","M-","1","BWC","757.8","N","15","581430","4915358","15","581430","4915358","","","","0.9","2.2","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","1","2","0","1","0","A","A","A","A","P","A","A","P","A","HEAVY RAIN","955","","","2201"
"21001538","38","05/13/2002","M-","1","BWC","757.7","N","15","581280","4915258","15","581280","4915258","","","","1.0","2.0","","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","1","8","A","A","A","A","P","P","A","A","A","SEVERE STORMS","955","","","2201"
"21001539","39","05/13/2002","M-","1","BWC","758.2","N","15","580480","4914658","15","580480","4914658","","","","1.0","0.8","","","","","3","P","N","","0","2","0","4","Y","0","0","1","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","341 ALTERNATE FOR 39","955","","","2201"
"21001540","40","05/13/2002","M-","1","BWC","758","N","15","581030","4914658","15","581030","4914658","","","","1.1","1.7","","","","","1","P","N","","0","1","0","3","N","0","0","0","4","7","1","0","3","0","A","A","A","A","A","P","A","A","A","","955","","","2201"
"21001541","41","05/13/2002","M-","1","BWC","757","N","15","582230","4914608","15","582230","4914608","","","","0.8","2.2","","","","","1","P","N","","0","3","1","1","N","0","0","0","4","1","3","0","1","1","A","A","A","A","P","P","A","A","A","","955","","","2201"
"21001542","42","05/13/2002","M-","1","BWC","757.7","N","15","581380","4914358","15","581380","4914358","","","","0.8","1.0","","","","","1","P","N","","0","2","0","3","N","0","0","0","4","0","0","0","1","0","P","A","A","P","A","P","A","A","A","","955","","","2201"
"21001552","52","05/13/2002","M-","1","BWC","760.2","N","15","576629","4914908","15","576629","4914908","","","","1.3","2.4","","","","","1","P","N","","0","2","0","3","","0","0","0","4","0","0","0","7","0","A","A","A","A","A","P","A","A","A","WABASHA HARBOR AREA","955","","","2201"
"21001556","56","05/13/2002","M-","1","BWC","759.5","N","15","578579","4915758","15","578579","4915758","","","","1.0","0.8","","","","","1","P","N","","0","2","0","2","N","0","0","1","3","0","0","0","4","0","A","A","A","P","P","P","A","A","A","","955","","","2201"
"21001557","57","05/13/2002","M-","1","BWC","758.3","N","15","580630","4914858","15","580630","4914858","","","","1.0","1.0","","","","","1","P","N","","1","2","0","4","Y","0","0","0","4","0","0","0","0","0","A","A","A","P","A","P","A","P","A","HEAVY DETRITUS SAMPLE PICKED ANYWAY","955","","","2201"
"21001558","58","05/13/2002","M-","1","BWC","758.1","N","15","579730","4914608","15","579730","4914608","","","","1.1","0.8","","","","","1","P","N","","0","2","1","2","N","0","0","1","4","0","0","0","0","0","A","A","A","A","A","P","A","A","A","UNIONID SHELL PRESENT","955","","","2201"
"21001560","60","05/13/2002","M-","1","BWC","757.7","N","15","581230","4914458","15","581230","4914458","","","","1.2","0.8","","","","","1","P","N","","1","2","0","3","N","0","0","0","4","0","0","0","0","0","A","A","A","P","A","P","A","A","A","","955","","","2201"
"21001573","73","05/13/2002","M-","1","MCB","759.3","","15","578379","4914708","15","578379","4914708","","","","1.0","4.9","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","","","2201"
"21001637","342","05/13/2002","M-","1","BWC","757.9","N","15","581480","4915008","15","581480","4915008","","","","0.9","1.7","","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","P","A","P","A","342 ALTERNATE FOR59","955","","","2201"
"21001638","341","05/13/2002","M-","1","BWC","757.9","N","15","581380","4915058","15","581380","4915058","","","","1.0","2.2","","","","","1","P","N","","0","2","","","N","0","0","0","4","9","1","0","3","0","A","A","A","A","P","P","A","A","A","341 ALTERNAQTE FOR 39","955","","","2201"
"21001502","2","05/14/2002","M-","1","MCB","754.5","N","15","583875","4910219","15","583880","4910208","15","583875","4910219","1.0","2.0","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","111","","","2201"
"21001503","3","05/14/2002","M-","1","MCB","754.3","N","15","584197","4910057","15","584180","4910058","15","584197","4910057","1.0","3.8","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","111","","","2201"
"21001508","8","05/14/2002","M-","1","SC","756.1","N","15","583023","4912575","15","583030","4912558","15","583023","4912575","1.0","1.7","1","","","","1","P","Y","","0","4","0","1","N","0","0","0","4","0","0","0","18","0","A","A","A","A","P","P","A","A","A","","111","","","2201"
"21001510","10","05/14/2002","M-","1","SC","755.0","N","15","584409","4911286","15","584230","4911308","15","584409","4911286","0.8","2.0","0","","","","1","P","N","","0","3","1","0","N","0","0","0","4","0","0","0","8","0","A","A","A","A","P","A","A","A","P","SUBSTRATE MOSTLY CLAY WITH SOME SAND.","111","","","2201"
"21001511","11","05/14/2002","M-","1","SC","755.5","N","15","582819","4911572","15","582830","4911558","15","582819","4911572","0.9","1.0","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","","111","","","2201"
"21001530","30","05/14/2002","M-","1","BWC","755.3","N","15","583877","4911549","15","583880","4911558","15","583877","4911549","1.0","0.9","0","","","","1","P","N","","0","2","0","2","N","0","0","0","4","1","0","0","1","0","A","A","A","A","P","P","A","A","A","","111","","","2201"
"21001531","31","05/14/2002","M-","1","BWC","754.4","N","15","585287","4911225","15","585280","4911208","15","585287","4911225","0.9","0.9","1","","","","1","P","Y","","0","2","0","3","N","0","0","0","4","0","0","0","1","0","P","A","A","P","A","P","A","P","A","WATERBOATMAN PRESENT IN SAMPLE.","111","","","2201"
"21001549","49","05/14/2002","M-","1","BWC","753.1","N","15","585035","4908801","15","585030","4908808","15","585035","4908801","1.0","1.7","0","","","","1","P","N","","0","4","1","0","N","0","0","0","4","0","0","0","0","0","P","A","A","A","A","A","A","A","A","","","","","2201"
"21001553","53","05/14/2002","M-","1","BWC","756.1","N","15","583639","4913014","15","583630","4913008","15","583639","4913014","1.4","0.9","0","","","","1","P","N","","1","3","0","1","N","0","1","0","4","0","3","0","1","0","A","A","A","A","P","P","A","A","A","","111","","","2201"
"21001554","54","05/14/2002","M-","1","BWC","755.8","N","15","583334","4912314","15","583330","4912308","15","583334","4912314","1.1","2.0","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","5","0","A","A","A","A","A","P","A","A","A","","111","","","2201"
"21001555","55","05/14/2002","M-","1","BWC","755.1","N","15","584782","4911467","15","584680","4911608","15","584782","4911467","1.0","1.2","0","","","","1","P","N","","1","2","0","2","N","0","1","0","4","0","1","0","1","0","A","A","A","A","A","P","A","A","A","","111","","","2201"
"21001571","71","05/14/2002","M-","1","MCB","754.6","N","15","584274","4910619","15","584280","4910608","15","584274","4910619","1.0","2.1","1","","","","1","P","Y","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","","111","","","2201"
"21001575","75","05/14/2002","M-","1","MCB","755","N","15","583698","4910975","15","583680","4911008","15","583698","4910975","0.8","3.7","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","111","","","2201"
"21001576","76","05/14/2002","M-","1","MCB","754.4","N","15","584144","4910261","15","584130","4910258","15","584144","4910261","1.2","2.5","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","12","A","A","A","A","P","A","A","A","A","","111","","","2201"
"21001578","78","05/14/2002","M-","1","SC","756.2","N","15","583021","4912758","15","583030","4912758","15","583021","4912758","1.1","2.3","0","","","","1","P","N","","0","5","0","0","","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","111","","","2201"
"21001579","79","05/14/2002","M-","1","SC","752.9","N","15","585659","4908455","15","585630","4908458","15","585659","4908455","1.0","7.9","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","111","","","2201"
"21001580","80","05/14/2002","M-","1","BWC","754.2","N","15","585380","4910800","15","585380","4910808","15","585380","4910800","1.0","3.8","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","0","0","0","11","0","A","A","A","A","A","P","A","A","A","","111","","","2201"
"21001581","81","05/14/2002","M-","1","BWC","753.1","","15","585053","4908646","15","585030","4908658","15","585053","4908646","1.0","2.7","0","","","","1","P","N","","0","4","2","0","N","0","0","0","4","0","0","0","0","21","A","A","A","A","P","A","A","A","A","","111","","","2201"
"21001658","20","05/10/2004","M-","1","BWC","785.6","N","15","544479","4934108","15","544479","4934108","15","544480","4934116","1.0","0.8","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","19","4","0","9","0","A","A","A","P","A","A","A","A","A","","955","","","2401"
"21001659","21","05/10/2004","M-","1","BWC","785.1","N","15","544929","4933908","15","544929","4933908","15","544932","4933906","0.9","1.0","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","27","6","0","6","0","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001667","29","05/10/2004","M-","1","BWC","785.5","N","15","544379","4933708","15","544379","4933708","15","544361","4933721","1.1","0.2","0","","","","1","P","N","","0","2","0","1","N","0","1","1","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001709","71","05/10/2004","M-","1","TDL","781.6","N","15","550429","4935908","15","550429","4935908","15","550439","4935906","1.1","1.8","0","","","","1","P","N","","0","3","2","1","N","0","0","0","4","0","0","0","1","0","A","A","A","A","A","P","A","A","P","","955","","","2401"
"21001710","72","05/10/2004","M-","1","TDL","783.4","N","15","546629","4934708","15","546629","4934708","15","546624","4934696","1.2","1.9","0","","","","1","P","N","","0","2","1","1","Y","0","0","0","4","27","8","0","3","0","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001711","73","05/10/2004","M-","1","TDL","784.6","N","15","545629","4933508","15","545629","4933508","15","545630","4933492","1.3","1.3","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","0","0","0","1","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001712","74","05/10/2004","M-","1","TDL","781.1","N","15","551429","4932308","15","551429","4932308","15","551441","4932314","2.1","5.5","0","","","","1","P","N","","0","3","1","4","N","0","0","0","4","17","7","0","5","0","A","A","A","A","P","A","A","A","A","DEAD GASTROPOD AND UNIONID SHELL. DETRITUS CONSISTS OF WOODY DEBRI","955","","","2401"
"21001724","86","05/10/2004","M-","1","TDL","782","N","15","550229","4935708","15","550229","4935708","15","550240","4935694","0.9","4.3","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","5","5","0","31","0","A","A","A","P","A","P","A","A","A","","955","","","2401"
"21001725","87","05/10/2004","M-","1","TDL","781.2","N","15","551229","4934908","15","551229","4934908","15","551222","4934909","1.2","5.1","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","2","7","0","11","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001726","88","05/10/2004","M-","1","TDL","781.1","N","15","551629","4934908","15","551629","4934908","15","551624","4934896","1.0","4.9","0","","","","1","P","N","","0","1","0","0","N","0","0","0","4","7","10","0","8","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001727","89","05/10/2004","M-","1","TDL","781","N","15","551629","4934108","15","551629","4934108","15","551614","4934096","0.9","5.5","0","","","","1","P","N","","0","2","0","0","N","0","0","0","0","4","3","0","8","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001728","90","05/10/2004","M-","1","TDL","780.7","N","15","552229","4934108","15","552229","4934108","15","552216","4934112","0.9","5.3","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","5","18","0","3","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001729","91","05/10/2004","M-","1","TDL","780.6","N","15","552429","4933908","15","552429","4933908","15","552411","4933931","0.8","5.3","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","7","14","0","8","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001730","92","05/10/2004","M-","1","TDL","783.2","N","15","548029","4933508","15","548029","4933508","15","548035","4933519","1.0","4.2","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","27","12","0","2","0","A","A","A","A","A","A","A","A","A","MIDGES HATCHING","955","","","2401"
"21001731","93","05/10/2004","M-","1","TDL","781.6","N","15","550629","4933508","15","550629","4933508","15","550625","4933494","0.8","5.5","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","9","0","0","0","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001732","94","05/10/2004","M-","1","TDL","782.9","N","15","548629","4933308","15","548629","4933308","15","548633","4933318","1.0","4.8","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","13","3","0","0","0","A","A","A","P","A","P","A","A","A","","955","","","2401"
"21001733","95","05/10/2004","M-","1","TDL","780.5","N","15","552429","4932908","15","552429","4932908","15","552412","4932926","0.8","6.5","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","9","8","0","5","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001734","96","05/10/2004","M-","1","TDL","783","N","15","548429","4932708","15","548429","4932708","15","548437","4932705","0.9","5.7","0","","","","1","P","N","","0","2","0","4","N","0","0","0","4","40","7","0","3","0","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001735","97","05/10/2004","M-","1","TDL","778.8","N","15","554229","4930308","15","554229","4930308","15","554222","4930320","0.8","7.2","0","","","","1","P","N","","0","2","0","0","N","0","0","0","4","17","0","0","8","0","A","A","A","A","P","A","A","A","A","","955","","","2401"
"21001736","98","05/10/2004","M-","1","TDL","778.7","N","15","554229","4930108","15","554229","4930108","15","554229","4930117","0.8","6.9","0","","","","1","P","N","","0","2","1","0","N","0","0","0","4","10","4","0","8","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
"21001646","8","05/11/2004","M-","1","SC","790","N","15","537879","4937258","15","537879","4937258","15","537881","493","1.4","1.7","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","2","0","0","1","A","P","A","A","A","P","A","A","P","","955","","","2401"
"21001647","9","05/11/2004","M-","1","SC","789.4","N","15","538479","4935358","15","538479","4935358","15","538460","4935359","1.2","1.0","0","","","","1","P","N","","0","2","0","1","N","0","0","1","3","27","6","0","0","0","A","A","A","A","A","A","A","A","A","","955","","","2401"
"21001648","10","05/11/2004","M-","1","SC","787.1","N","15","542129","4935008","15","542129","4935008","15","542164","4935038","1.1","1.1","0","","","","1","P","N","","0","2","0","1","N","0","0","1","3","4","1","0","3","0","A","A","A","A","A","P","A","A","A","SITE VERY CLOSE TO LAND. NAVIGATED TO SITE AS CLOSE AS POSSIBLE    VERY WINDY","955","","","2401"
"21001649","11","05/11/2004","M-","1","SC","786.9","N","15","542529","4934858","15","542529","4934858","15","542541","4934859","1.2","1.7","0","","","","1","P","N","","0","3","0","1","N","0","0","1","3","5","1","0","0","0","A","A","A","A","A","P","A","A","A","","955","","","2401"
